sex,cur_eco_activity,country_birth,occupation,citizenship,prev_residence_place,age,household_position,economic_status,marital_status,household_size,edu_level
female,139,2,1,3,2,8,1122,112,2,112,1
male,122,1,1,1,1,6,1210,111,1,111,3
male,131,1,0,1,1,8,1132,112,1,126,1
male,136,2,0,1,1,8,1122,112,3,114,3
male,124,2,1,1,1,7,1121,111,2,114,5
female,139,2,0,1,2,5,1131,112,1,111,4
female,138,1,1,1,1,7,1122,111,2,113,5
male,131,1,0,1,1,9,1122,111,2,114,3
male,134,1,1,1,1,6,1121,111,2,112,2
female,134,1,0,1,1,11,1121,111,2,113,3
female,135,1,0,1,1,9,1122,111,2,114,2
female,132,3,0,1,1,7,1131,111,1,112,2
male,137,3,0,3,2,8,1121,112,4,126,3
male,122,1,1,1,1,6,1110,111,1,112,5
male,122,1,1,1,1,7,1122,111,2,112,3
female,139,1,0,1,1,6,1210,111,1,113,3
male,131,1,0,1,1,8,1121,111,2,113,3
male,135,1,1,2,1,7,1121,111,2,113,5
male,135,1,1,1,1,7,1131,111,1,111,2
male,136,1,1,1,1,11,1122,111,2,114,3
male,137,1,1,1,1,7,1110,111,1,112,3
female,138,1,1,1,1,6,1122,111,2,112,5
female,122,1,0,1,1,6,1132,111,1,112,2
female,132,1,1,1,1,4,1110,111,1,113,5
male,135,1,0,1,1,7,1122,111,2,112,3
male,133,1,0,2,1,9,1122,111,2,113,2
male,131,1,1,1,1,9,1122,111,2,114,3
male,134,1,1,1,1,13,1121,111,2,112,3
male,136,1,1,1,1,12,1121,111,2,113,5
male,138,1,1,1,1,6,1131,111,1,111,5
female,122,1,0,1,1,11,1122,111,2,112,3
female,138,1,0,1,1,5,1210,111,1,111,3
female,137,1,0,2,2,8,1140,112,1,126,4
female,138,1,0,1,1,8,1121,112,4,111,1
male,122,1,1,1,1,12,1121,111,2,112,4
female,138,1,0,1,1,9,1122,111,2,114,2
female,136,1,0,1,1,11,1121,111,2,114,4
female,138,1,1,1,2,12,1121,111,2,113,5
female,137,3,1,1,1,11,1122,111,2,113,5
male,134,1,0,1,1,6,1122,111,2,113,3
male,135,1,1,1,1,6,1110,111,1,111,2
male,139,1,1,1,1,7,1131,111,1,113,5
female,138,1,0,1,1,11,1122,111,2,112,2
female,135,2,1,1,1,10,1122,111,2,114,3
female,124,3,1,2,1,8,1110,112,4,114,4
female,139,3,0,1,1,7,1122,111,2,113,3
female,132,1,0,1,1,7,1122,111,2,114,2
female,122,2,0,1,2,9,1122,111,2,125,3
female,132,2,0,1,1,4,1110,112,1,114,2
female,138,1,1,1,2,6,1131,111,1,113,5
male,139,1,0,1,1,11,1122,111,2,112,2
female,135,2,0,1,1,6,1210,111,1,112,3
male,137,3,1,1,1,11,1122,111,2,112,3
male,131,1,1,1,1,7,1122,111,2,113,1
female,133,1,0,1,1,12,1121,111,2,112,3
female,131,1,0,1,2,6,1131,112,1,111,0
male,122,1,1,1,1,4,1110,111,1,125,3
female,138,1,0,1,1,11,1122,111,2,112,3
male,133,1,0,1,1,7,1121,111,2,114,3
male,137,3,1,1,1,5,1110,111,1,112,3
male,132,1,1,1,1,11,1210,111,4,112,3
female,138,1,0,1,1,9,1122,111,2,114,2
male,137,1,0,1,1,4,1110,112,1,114,3
male,135,1,1,1,1,6,1210,111,1,112,5
female,135,1,1,1,1,10,1121,111,2,113,3
female,138,1,0,1,1,11,1122,111,2,112,3
male,133,1,0,1,1,8,1121,111,2,113,5
male,139,1,0,1,1,12,1122,111,2,112,2
female,133,3,1,2,1,8,1121,112,3,125,1
female,131,1,0,1,1,12,1121,111,2,112,2
female,134,1,0,1,1,7,1131,111,1,112,3
male,134,1,0,3,1,8,1122,112,3,126,2
male,139,1,1,1,1,4,1110,111,1,114,5
male,131,1,1,1,1,10,1122,111,2,114,3
male,136,1,0,1,1,9,1122,111,2,114,1
female,135,1,1,1,1,7,1122,120,2,113,1
male,132,1,0,1,1,4,1110,112,1,114,2
female,134,1,0,1,1,12,1121,111,2,114,1
female,136,2,1,3,1,8,1140,112,4,112,3
female,132,3,1,2,2,9,1210,112,3,125,2
female,131,1,0,1,1,8,1122,112,1,114,1
female,135,2,0,2,1,8,1210,112,2,112,2
male,133,1,0,1,2,6,1210,112,1,111,3
female,136,1,1,1,1,8,1122,111,2,113,3
female,137,1,1,1,1,11,1121,111,2,112,5
male,111,1,1,1,1,13,1121,111,2,112,5
female,133,1,0,1,1,10,1121,111,2,114,5
male,137,1,0,2,1,13,1122,120,2,113,4
female,136,3,0,1,1,9,1121,111,3,112,1
female,139,1,0,1,1,6,1132,111,1,112,2
male,136,1,1,1,1,11,1121,111,2,112,3
male,135,1,0,1,1,11,1121,111,2,113,3
female,124,1,0,1,1,8,1220,112,3,125,5
male,138,1,0,1,1,9,1121,112,1,113,2
female,131,1,0,1,1,9,1122,111,2,125,2
female,139,1,0,1,1,9,1122,111,2,114,3
female,136,2,0,3,1,10,1220,112,4,113,2
female,137,1,1,1,1,10,1122,111,2,113,5
male,131,1,1,1,1,11,1121,111,2,112,5
female,122,2,0,1,1,6,1131,111,1,111,1
female,137,1,1,1,1,9,1122,111,2,114,5
female,131,1,1,1,1,5,1121,111,2,112,5
male,136,1,1,1,1,10,1122,111,2,112,5
male,137,1,1,1,1,11,1122,111,2,114,5
female,132,1,1,3,1,10,1210,112,3,112,4
male,136,1,0,1,1,9,1132,111,1,112,1
female,136,1,1,1,1,7,1131,111,1,112,5
female,131,1,0,1,1,11,1121,120,2,114,3
female,138,1,0,1,1,8,1210,111,1,113,3
female,137,1,1,1,1,12,1210,111,4,111,3
female,136,1,0,1,1,12,1121,111,2,112,3
male,136,1,0,1,1,7,1220,111,1,111,3
female,133,1,1,1,1,10,1121,111,2,125,5
female,137,1,0,1,1,5,1131,112,1,111,3
female,137,1,1,1,1,11,1122,111,2,112,5
female,137,1,1,1,1,5,1220,120,2,112,5
female,135,2,1,1,1,5,1131,111,1,112,5
female,137,1,1,1,1,11,1122,111,2,112,5
male,122,1,0,1,1,6,1110,111,1,112,2
female,135,1,0,1,1,8,1131,111,4,112,2
female,131,1,0,1,1,6,1131,111,1,114,3
female,138,2,0,1,1,9,1131,112,3,113,3
male,139,1,1,1,1,10,1122,111,2,114,3
male,138,1,0,1,1,8,1220,112,3,125,0
female,133,1,0,1,1,10,1122,111,2,114,3
female,122,1,0,1,1,5,1110,111,1,112,3
male,135,1,1,1,1,11,1122,120,2,112,3
male,136,3,0,1,1,10,1122,111,2,113,3
male,135,1,1,1,2,6,1131,111,1,113,5
male,132,3,0,1,1,6,1131,112,1,113,2
female,124,1,0,1,1,7,1122,111,2,114,3
male,138,2,1,1,1,9,1122,111,2,125,4
female,137,1,1,1,1,10,1122,111,2,114,2
female,133,1,0,1,1,12,1210,111,1,111,3
female,137,1,1,1,1,7,1132,111,4,112,2
female,122,2,0,2,2,8,1122,112,3,125,2
female,138,1,0,1,1,10,1122,111,2,114,3
female,132,2,1,1,1,7,1210,111,1,112,3
male,134,1,0,1,1,10,1122,111,2,114,2
male,136,1,1,1,1,9,1140,111,4,112,3
female,138,1,1,1,1,6,1132,111,1,111,5
male,122,2,1,1,1,8,1220,112,4,113,4
female,134,1,0,1,1,4,1110,112,1,114,2
male,137,1,1,1,1,11,1121,111,2,112,2
female,137,1,1,1,1,12,1121,111,2,113,5
male,135,1,0,1,1,11,1121,111,2,113,2
female,131,3,0,2,2,8,1132,112,3,112,4
male,131,1,1,1,1,6,1110,111,1,113,5
female,137,1,0,1,1,8,1140,111,4,114,3
male,138,1,0,1,1,7,1122,111,2,113,1
female,131,1,0,1,1,12,1122,111,2,112,3
female,131,1,0,1,1,9,1122,111,2,114,3
female,131,2,0,1,1,8,1110,112,4,126,5
male,131,1,0,1,1,9,1121,111,2,113,3
female,132,1,0,3,1,6,1121,111,2,113,2
male,139,1,0,1,1,12,1121,111,2,112,2
female,131,1,0,1,1,5,1131,111,1,112,3
female,131,1,0,1,1,7,1210,111,4,113,3
female,133,2,0,1,2,8,1132,112,2,111,3
female,137,1,1,1,1,11,1122,111,2,113,5
male,122,1,1,1,1,7,1110,111,1,113,3
female,111,2,1,2,2,8,1132,112,4,114,4
female,135,1,0,1,1,11,1122,111,2,112,3
female,139,1,0,1,1,12,1210,111,4,111,3
female,135,1,1,1,1,7,1140,111,1,112,3
male,133,1,0,1,1,8,1220,112,1,111,1
male,122,1,0,1,1,4,1210,112,1,126,3
male,135,1,1,1,1,7,1122,111,2,114,5
female,131,1,1,1,1,9,1122,111,2,114,5
female,137,1,1,1,1,7,1210,111,1,111,5
female,131,1,0,1,1,5,1121,111,2,112,3
female,135,1,0,1,1,4,1110,112,1,125,3
male,131,1,0,1,1,4,1110,112,1,114,3
male,136,1,0,1,1,7,1210,111,1,113,1
male,133,1,0,1,1,9,1122,111,2,114,3
female,138,1,0,1,1,8,1210,112,1,126,2
male,137,1,1,1,1,8,1132,112,2,126,5
male,135,1,1,1,1,10,1122,111,2,112,3
female,138,3,1,1,1,6,1110,120,1,112,5
male,122,1,1,1,1,12,1122,111,2,113,3
male,131,1,0,1,1,4,1110,111,1,114,2
male,135,1,1,1,1,11,1122,111,2,112,5
female,131,2,0,1,1,10,1122,112,4,114,1
male,132,2,0,1,1,6,1121,111,2,113,1
male,133,1,0,1,1,6,1210,111,1,112,2
male,136,1,0,1,1,4,1110,112,1,113,2
female,133,1,0,1,1,7,1122,111,2,125,3
male,131,1,0,1,1,8,1210,112,2,125,5
male,138,1,1,1,1,9,1122,112,2,113,4
male,136,1,0,1,1,8,1122,112,2,126,3
male,132,1,0,1,1,5,1110,112,1,114,2
male,131,1,1,1,1,7,1122,111,2,112,3
female,122,1,0,2,2,9,1210,112,3,114,5
male,132,1,0,1,1,11,1210,111,1,112,3
female,139,1,0,1,1,8,1122,111,2,112,3
female,138,1,0,1,2,6,1131,111,1,112,3
male,131,1,1,1,1,11,1121,111,2,112,3
female,124,3,0,1,2,8,1131,112,2,114,1
female,137,1,1,1,1,11,1122,111,2,112,2
male,111,1,0,1,1,8,1110,112,2,125,3
male,134,1,1,1,1,5,1131,111,1,114,3
male,139,1,0,1,1,9,1220,112,1,114,3
male,136,1,0,1,1,10,1122,111,2,114,3
female,135,1,0,2,1,10,1122,111,2,114,4
female,138,1,0,1,1,12,1122,111,2,112,1
male,122,1,0,1,1,5,1121,111,2,112,5
male,131,2,1,1,1,12,1121,111,2,112,5
female,138,1,1,1,1,6,1121,111,2,113,3
female,138,1,0,1,1,8,1122,111,2,113,3
male,131,1,1,1,1,11,1122,111,2,113,5
male,135,1,1,1,1,7,1140,111,1,111,5
male,138,1,1,1,1,7,1122,111,2,113,3
female,133,1,0,1,1,9,1210,111,4,114,3
male,135,3,1,1,1,5,1110,111,1,112,4
male,131,2,0,1,1,13,1121,111,2,113,2
male,122,2,0,3,1,8,1122,112,4,111,1
male,137,1,1,1,1,5,1122,112,2,112,5
female,131,3,0,1,1,11,1210,111,4,126,2
female,131,1,0,1,1,4,1110,112,1,125,2
female,138,1,0,2,1,11,1122,111,2,113,3
male,135,1,1,1,1,7,1210,111,1,112,3
female,131,2,1,3,2,8,1132,112,3,111,4
female,122,1,0,1,1,7,1122,111,2,114,2
male,124,1,0,1,1,4,1110,112,1,113,2
female,136,1,1,1,1,12,1122,111,4,112,5
male,135,1,1,1,1,5,1131,111,1,114,3
male,131,1,0,1,1,4,1110,112,1,113,2
female,132,1,0,1,1,10,1122,111,2,114,3
female,132,1,0,1,1,10,1122,111,2,113,2
male,137,1,0,1,1,7,1140,111,4,111,2
female,131,1,0,1,1,4,1110,112,1,126,2
male,137,1,1,1,1,4,1110,111,1,114,5
female,135,3,0,1,1,6,1131,111,1,112,2
male,137,1,1,1,1,9,1122,111,2,125,5
male,136,1,1,1,1,7,1122,111,2,114,5
female,138,1,0,1,1,7,1220,111,4,112,3
male,135,1,1,1,1,12,1122,111,2,112,3
female,138,1,1,1,1,11,1122,111,2,113,5
female,131,1,0,1,1,5,1131,111,1,112,2
female,137,1,1,1,1,9,1140,111,4,112,5
female,131,1,0,1,1,7,1122,111,2,114,2
male,131,1,0,1,1,4,1110,112,1,114,3
male,111,1,1,1,2,6,1122,111,2,112,5
female,131,1,0,1,1,5,1110,112,1,111,3
female,131,1,0,1,1,11,1121,111,2,114,5
female,131,1,0,1,1,4,1110,112,1,114,2
female,131,1,0,1,1,4,1110,112,1,114,2
female,131,3,0,1,1,9,1210,111,1,111,3
female,138,1,0,1,1,12,1121,111,2,113,2
female,131,1,0,1,1,4,1110,112,1,114,3
female,135,1,0,1,1,10,1122,111,2,113,2
male,135,1,1,1,1,7,1122,111,2,114,5
female,133,2,1,3,2,8,1122,112,3,113,1
female,139,1,0,1,1,7,1140,111,1,111,1
male,133,1,1,1,1,9,1122,111,2,114,2
male,131,1,1,1,1,5,1110,111,1,113,3
male,132,3,0,1,1,5,1210,112,1,113,3
female,138,1,1,1,1,7,1121,111,2,114,5
male,137,3,1,1,1,5,1132,120,3,125,2
female,137,1,1,1,1,11,1121,111,2,125,2
male,122,1,0,1,1,13,1121,111,2,113,2
male,131,1,1,1,1,12,1131,111,1,112,3
male,124,2,0,3,1,9,1122,112,3,126,2
male,136,1,1,1,1,11,1131,111,4,111,5
male,124,1,0,1,1,12,1121,111,2,111,2
male,131,1,1,1,1,10,1122,111,2,112,5
male,135,1,0,1,1,12,1122,111,2,112,2
female,131,1,0,1,1,6,1121,111,2,112,1
male,138,1,0,1,1,12,1122,111,2,112,1
female,139,1,1,1,1,6,1210,111,1,112,5
male,139,1,0,1,1,4,1110,112,1,112,3
male,122,1,1,1,1,13,1122,111,2,112,3
male,111,1,1,1,1,13,1121,111,2,113,4
female,138,1,1,1,1,5,1121,111,2,112,5
female,131,1,0,1,1,8,1220,112,1,114,3
female,137,1,0,1,1,9,1122,111,2,114,3
female,135,1,0,1,1,11,1140,111,4,113,1
male,138,1,1,1,1,7,1131,111,1,113,5
female,138,1,0,1,1,12,1121,111,2,112,3
female,137,1,1,1,1,6,1132,111,1,112,5
male,111,1,1,1,1,4,1210,111,1,114,3
male,131,2,0,1,1,8,1132,112,3,112,2
female,131,1,0,1,1,9,1122,111,2,114,3
female,138,2,0,1,1,12,1121,111,2,112,3
male,137,1,0,1,1,11,1122,111,2,112,2
male,131,3,1,2,2,8,1122,112,3,113,2
male,137,1,0,1,1,11,1131,111,1,111,2
male,131,2,0,1,1,6,1110,111,1,111,1
male,122,1,1,1,1,6,1131,111,1,112,3
female,137,1,1,1,2,8,1140,112,1,114,2
male,122,3,0,1,1,4,1110,112,1,114,3
male,136,1,1,1,1,10,1140,111,4,111,1
male,131,1,1,1,2,9,1131,111,1,111,5
male,131,1,1,1,1,6,1110,120,1,111,5
male,132,2,0,1,1,8,1140,112,2,125,5
male,138,2,0,2,1,8,1122,112,3,126,2
male,131,2,1,3,2,9,1132,112,2,114,0
female,138,1,0,1,1,4,1110,112,1,111,3
male,131,1,0,1,1,7,1131,111,1,111,2
male,124,1,1,1,1,11,1121,111,2,112,5
male,132,1,0,1,1,4,1110,112,1,114,3
female,139,1,0,1,1,9,1140,111,4,114,3
female,136,1,1,1,1,7,1122,111,2,113,5
female,135,1,0,1,1,10,1122,111,2,113,4
female,137,1,1,1,1,7,1122,111,2,112,5
male,136,1,1,1,1,11,1121,111,2,112,5
female,138,1,0,1,1,7,1121,111,2,114,2
male,139,1,1,1,1,11,1121,111,2,112,4
male,131,1,1,1,1,6,1131,111,1,112,5
male,135,1,1,1,1,13,1121,111,2,114,3
male,133,1,0,1,1,7,1110,111,1,112,3
female,131,2,0,1,2,8,1131,112,3,113,2
male,135,1,1,1,1,11,1121,111,2,113,3
male,135,1,1,1,1,5,1110,111,1,114,2
female,131,3,0,1,1,6,1131,111,1,111,3
female,137,1,1,1,1,7,1122,111,2,113,5
male,136,1,0,1,1,8,1210,111,1,111,5
male,133,1,0,1,1,11,1122,111,2,114,2
male,131,1,1,1,1,6,1121,111,2,112,3
male,131,1,1,1,1,11,1121,111,2,114,5
male,137,1,1,1,2,10,1121,111,2,113,3
female,124,1,0,1,1,11,1121,111,2,112,1
female,135,1,0,1,1,11,1122,111,2,112,3
male,131,1,0,1,1,10,1122,111,2,112,5
female,135,1,1,1,1,6,1131,111,1,111,5
male,135,2,0,2,1,8,1121,112,3,114,0
female,138,1,0,1,1,10,1122,111,2,114,3
male,132,1,0,2,1,6,1220,120,3,111,4
female,131,1,0,1,1,11,1121,111,2,113,1
female,138,1,0,1,1,10,1122,111,2,114,3
male,134,1,0,1,1,10,1122,111,2,125,3
male,131,1,0,1,2,5,1131,111,1,114,3
male,139,1,1,3,1,9,1110,112,2,114,5
female,138,1,1,1,1,10,1132,111,1,112,5
female,139,3,0,2,2,9,1121,112,3,114,0
female,135,1,0,1,1,5,1110,111,1,112,3
female,138,1,1,1,1,12,1121,111,2,113,2
female,138,1,0,1,1,9,1122,120,2,126,1
male,135,1,1,1,1,8,1122,111,2,114,4
male,134,2,1,1,1,7,1122,111,2,125,3
male,131,1,0,1,1,7,1121,111,2,112,1
male,132,1,0,1,1,8,1210,111,1,111,3
female,135,1,0,1,1,4,1122,111,2,126,3
female,138,3,0,1,1,12,1121,111,2,112,2
female,137,1,1,1,1,6,1121,111,2,113,5
female,131,1,1,1,1,7,1122,111,2,114,5
male,137,3,1,1,1,11,1122,111,2,112,5
male,135,1,0,1,1,12,1121,111,2,113,2
female,139,3,0,2,1,8,1131,112,4,125,0
male,138,1,1,1,1,10,1210,111,1,111,5
male,131,1,0,1,1,12,1122,111,2,112,3
female,131,1,0,1,1,4,1110,112,1,114,2
male,132,1,0,1,1,4,1110,112,1,125,3
female,139,1,0,1,1,11,1121,111,2,112,3
female,135,3,0,2,1,8,1220,112,2,126,3
female,135,1,1,1,1,10,1121,111,2,113,5
female,138,1,0,1,1,8,1122,120,2,114,3
female,135,1,1,2,2,5,1210,112,1,111,4
female,138,1,1,1,1,4,1110,111,1,114,5
male,136,1,1,1,1,11,1122,111,2,113,3
male,136,1,0,1,1,11,1122,111,2,114,5
male,131,1,0,1,1,11,1122,111,2,113,1
female,135,1,0,1,1,6,1122,111,2,114,2
male,136,1,0,1,1,12,1122,111,2,112,2
male,134,3,0,1,1,11,1121,111,2,114,1
male,136,1,0,1,1,8,1131,112,2,126,3
female,122,1,1,1,1,12,1121,111,2,112,5
male,137,1,1,1,1,10,1122,111,2,112,5
female,122,1,0,1,1,4,1110,112,1,113,2
male,135,1,1,1,1,12,1121,111,2,112,3
male,131,1,1,1,1,9,1122,111,2,114,4
female,138,1,1,1,1,5,1132,111,1,113,5
female,137,1,1,1,1,7,1210,111,1,114,5
male,134,1,1,1,1,8,1122,111,2,113,5
female,139,1,0,1,1,11,1121,111,2,113,3
male,138,1,0,1,1,4,1110,112,1,114,3
male,122,1,1,1,1,9,1210,111,1,112,5
male,124,1,1,1,1,11,1122,111,2,112,5
male,131,1,0,1,1,9,1122,111,2,114,3
male,132,1,0,2,2,8,1121,112,2,114,4
female,134,1,1,2,2,8,1122,112,4,113,2
female,138,1,1,1,1,12,1121,111,2,112,5
female,137,1,1,1,1,5,1110,111,1,113,5
female,139,1,1,1,1,8,1132,111,1,112,5
female,122,1,0,1,1,9,1122,111,2,114,3
male,131,3,0,1,2,5,1210,112,1,113,3
male,135,1,0,1,1,9,1131,112,1,126,2
female,133,3,1,1,1,5,1110,111,1,114,5
female,138,1,1,1,1,13,1122,111,2,112,5
female,132,3,0,1,1,7,1122,111,2,114,3
female,135,1,0,1,1,8,1210,112,1,125,3
male,138,2,1,1,1,13,1121,111,2,112,5
female,131,1,1,1,1,7,1131,111,4,114,3
male,135,2,0,2,1,8,1131,112,2,111,0
female,138,1,1,1,1,10,1122,111,2,113,5
male,122,1,0,1,1,12,1121,111,2,112,3
female,135,1,0,1,1,8,1122,111,2,125,3
male,137,1,1,1,1,7,1122,111,2,113,5
female,138,2,0,2,1,8,1131,112,4,126,4
female,136,1,1,1,1,8,1122,111,2,114,5
female,138,1,1,1,1,9,1210,112,2,126,5
female,131,1,1,1,1,6,1131,111,1,112,5
female,131,1,0,1,1,4,1110,112,1,125,1
female,122,1,0,1,1,4,1110,112,1,112,2
female,135,1,0,1,1,7,1131,111,1,113,5
female,135,1,0,1,1,7,1121,111,2,114,2
male,136,1,0,1,1,12,1210,111,4,111,3
female,131,1,1,1,1,6,1122,111,2,113,5
female,138,2,0,1,1,9,1140,112,3,112,4
female,139,1,1,1,1,11,1210,120,4,111,2
male,136,3,1,1,1,10,1122,111,2,125,3
female,135,1,0,1,1,4,1110,112,1,113,2
female,136,1,0,1,1,7,1121,111,2,114,1
male,135,1,1,1,1,9,1122,111,2,114,5
female,138,1,0,1,1,4,1110,112,1,114,3
male,135,1,1,1,1,12,1122,111,2,114,5
male,131,1,0,1,1,6,1132,111,1,114,0
male,132,1,0,1,2,8,1210,112,1,125,3
female,135,1,1,1,1,5,1110,111,1,112,2
female,131,1,0,1,1,6,1121,111,2,114,2
male,122,1,0,1,1,7,1132,111,1,112,2
female,137,1,1,1,1,5,1110,112,1,113,3
male,135,1,1,1,1,6,1210,111,1,111,5
female,138,1,1,1,1,8,1122,111,2,125,5
male,136,2,0,1,1,9,1122,112,1,126,2
female,138,1,0,1,1,11,1132,111,1,111,2
female,137,1,1,1,1,7,1122,111,2,113,5
female,138,1,1,1,1,10,1140,111,4,113,5
male,122,1,1,1,1,13,1121,111,2,112,5
male,133,1,0,1,1,12,1122,111,2,114,3
female,138,1,0,1,1,5,1132,111,1,112,3
female,131,1,1,1,1,8,1122,111,2,112,5
female,138,1,1,1,1,9,1122,111,2,114,5
male,132,1,0,1,1,5,1110,112,1,125,2
female,124,3,0,3,1,8,1131,112,3,112,1
male,138,1,1,1,1,11,1122,111,2,112,5
female,138,1,0,1,1,11,1121,111,2,112,4
female,131,1,0,1,1,4,1110,112,1,114,3
male,137,1,0,3,1,10,1122,111,2,114,2
female,138,1,0,1,1,10,1210,111,4,111,3
male,135,1,1,1,1,5,1110,111,1,114,3
female,133,1,1,2,1,9,1131,112,3,111,0
female,139,1,1,1,1,10,1122,111,2,112,3
male,137,1,1,1,1,6,1121,111,2,112,3
male,122,1,1,1,1,10,1122,111,2,113,5
female,135,1,0,1,1,11,1121,111,2,113,1
female,132,3,1,2,1,9,1132,112,4,113,0
male,136,1,1,1,1,6,1131,111,1,111,3
male,137,1,1,1,1,12,1122,111,2,112,5
female,139,1,1,2,1,8,1131,112,3,113,1
female,138,1,0,1,1,10,1122,111,2,114,2
male,136,1,1,1,1,11,1121,111,2,114,5
male,136,1,1,1,1,10,1122,111,2,114,3
male,135,1,0,1,1,6,1210,112,1,113,2
male,136,1,1,1,1,12,1122,111,2,112,5
female,138,1,1,1,1,11,1122,120,2,112,3
female,131,1,0,1,1,9,1122,111,2,114,2
female,138,1,0,1,1,9,1140,111,4,114,4
female,138,1,1,1,1,7,1122,111,2,114,5
male,138,1,0,1,1,12,1121,111,2,113,3
male,122,1,1,1,1,9,1122,111,2,125,3
female,137,1,1,1,1,9,1122,111,2,113,5
female,135,1,1,1,1,9,1122,111,2,125,3
male,132,3,0,1,2,8,1220,112,3,126,2
male,122,1,0,1,1,7,1122,120,2,114,2
female,136,1,0,2,1,10,1210,120,1,112,4
male,131,1,0,1,1,10,1122,111,2,112,3
male,111,1,1,1,1,9,1122,120,2,113,5
female,138,1,0,1,1,10,1110,112,4,111,4
female,135,1,0,1,1,9,1132,111,4,125,1
male,137,1,1,1,1,8,1220,112,2,111,5
male,133,1,0,1,1,11,1122,111,2,113,3
male,137,1,0,1,1,6,1122,111,2,114,2
male,133,1,0,1,1,10,1121,111,2,114,2
male,122,1,0,1,1,6,1110,111,1,112,3
male,111,1,1,1,1,5,1110,111,1,112,5
male,134,1,0,1,1,12,1121,111,2,112,5
male,111,1,1,1,1,9,1122,111,2,126,2
male,133,1,0,1,1,9,1122,111,2,114,2
male,122,1,1,1,1,12,1121,111,2,112,3
female,135,1,0,1,1,6,1210,111,1,113,2
male,137,1,0,3,2,8,1140,112,4,113,3
male,135,1,1,1,1,15,1122,120,2,113,3
male,122,1,1,1,1,7,1121,111,2,114,5
female,135,2,0,1,1,11,1140,111,4,114,3
female,138,1,1,1,1,10,1122,111,2,114,5
male,122,1,1,1,1,9,1122,111,2,114,2
male,131,1,0,1,2,5,1131,112,1,114,2
female,131,1,0,1,1,10,1122,111,2,114,2
male,131,1,1,1,1,5,1121,120,2,112,1
female,138,1,0,1,1,6,1122,111,2,113,3
female,138,1,0,1,1,11,1122,111,2,112,3
female,131,1,0,1,1,8,1210,112,1,113,2
male,135,1,1,1,2,8,1132,112,2,114,0
female,111,1,0,1,1,9,1131,111,1,112,4
female,137,1,1,1,1,6,1121,120,2,112,5
male,131,3,0,1,1,6,1122,111,2,114,3
male,135,1,0,1,1,11,1131,111,1,111,5
female,131,3,0,1,1,8,1132,111,1,125,3
male,122,1,1,1,1,9,1122,111,2,113,3
male,135,1,0,1,1,6,1122,111,2,112,2
female,139,1,0,1,1,11,1121,111,2,113,4
male,137,1,1,1,1,10,1122,111,2,114,1
female,137,1,1,1,1,6,1210,111,1,112,5
female,122,2,0,1,1,8,1121,112,1,114,3
female,122,1,0,1,1,11,1131,111,4,112,2
female,138,1,1,1,2,5,1110,112,1,114,3
male,122,1,1,1,1,9,1122,111,2,125,2
female,137,1,1,1,1,9,1122,111,2,125,5
female,122,1,0,1,1,5,1110,111,1,113,1
female,122,1,0,1,1,10,1140,111,3,111,3
male,122,1,0,1,1,5,1121,111,2,125,2
female,138,1,1,1,2,7,1122,111,2,125,5
male,134,1,0,1,1,12,1121,111,2,112,2
male,132,1,0,3,2,10,1132,112,2,114,3
male,138,1,1,1,1,7,1131,111,1,112,5
male,131,1,0,1,1,7,1122,111,2,113,3
female,135,1,0,1,1,4,1110,112,1,112,1
male,133,1,1,1,1,4,1110,111,1,113,5
male,133,1,0,1,1,11,1122,111,2,112,2
male,131,1,1,1,1,5,1110,111,1,113,5
female,138,1,0,1,1,10,1121,111,2,114,3
female,122,1,0,1,1,5,1131,111,1,112,3
female,124,1,0,1,1,9,1122,111,2,114,3
female,132,1,1,1,1,6,1122,111,2,113,5
male,122,1,1,1,2,12,1121,120,2,112,3
female,132,1,0,1,1,12,1121,111,2,114,3
female,134,1,0,3,2,7,1122,112,2,114,5
male,136,1,1,1,1,11,1122,111,2,113,3
male,122,1,0,1,1,7,1110,111,1,112,2
male,134,1,1,1,1,10,1122,111,2,113,4
female,131,1,0,1,1,6,1122,111,2,113,2
male,137,1,1,1,1,9,1122,111,2,114,5
male,135,1,0,1,1,12,1122,111,2,125,2
female,137,1,1,1,1,6,1122,111,2,112,5
male,135,1,1,1,1,6,1131,111,1,111,2
female,135,1,0,3,2,8,1122,112,2,114,4
male,131,1,0,3,1,12,1220,111,1,111,0
female,138,1,0,1,1,8,1140,112,1,113,2
female,111,1,1,1,1,6,1131,111,1,113,5
female,133,1,0,1,1,4,1110,111,1,114,3
male,111,1,1,1,1,7,1122,111,2,114,3
male,122,1,0,1,1,10,1122,111,2,114,2
male,122,1,1,1,1,7,1131,111,2,125,5
female,131,3,0,2,1,8,1121,112,4,114,5
female,124,1,0,1,1,6,1110,112,2,112,5
male,122,1,0,1,1,10,1122,111,2,114,3
female,135,1,0,1,1,8,1122,111,2,114,3
female,132,1,0,1,1,5,1210,111,1,125,2
female,138,1,0,2,1,7,1122,111,2,114,2
female,137,1,1,1,1,10,1122,111,2,114,5
female,136,1,1,1,1,10,1132,111,4,111,5
male,131,1,1,1,1,10,1122,111,2,113,2
female,136,1,0,1,1,11,1220,111,3,113,3
female,135,1,0,1,1,8,1140,112,2,114,4
male,136,1,1,1,1,5,1110,111,1,125,5
male,139,1,0,1,1,8,1122,111,2,125,3
