sex,priors_count_cat,race_cat,juv_fel_count_cat,age_cat,juv_other_count_cat,two_year_recid,c_days_from_compas_cat,juv_misd_count_cat,c_charge_degree,days_b_screening_arrest_cat
Male,priors_count_4-6,white,juv_fel_count_0,Less than 25,juv_other_count_0,0,c_days_from_compas_15-21,juv_misd_count_0,F,days_b_screening_arrest_1+
Female,priors_count_2-3,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_0,M,days_b_screening_arrest_0
Female,priors_count_0,white,juv_fel_count_0,Less than 25,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-2
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_2-7,juv_misd_count_0,F,days_b_screening_arrest_1+
Male,priors_count_4-6,white,juv_fel_count_0,Greater than 45,juv_other_count_1,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_0,M,days_b_screening_arrest_0
Female,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_22-28,cjuv_misd_count_2+,F,days_b_screening_arrest_lt_-3
Male,priors_count_1,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_7-9,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_15+,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_0,Less than 25,juv_other_count_2+,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_1+,Greater than 45,juv_other_count_0,0,c_days_from_compas_22-28,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Male,priors_count_10-15,white,juv_fel_count_0,25 - 45,juv_other_count_2+,1,c_days_from_compas_2-7,cjuv_misd_count_2+,M,days_b_screening_arrest_-2
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_10-15,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_1,M,days_b_screening_arrest_0
Female,priors_count_4-6,white,juv_fel_count_1+,25 - 45,juv_other_count_0,0,c_days_from_compas_1,cjuv_misd_count_2+,F,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_1+,25 - 45,juv_other_count_2+,0,c_days_from_compas_2-7,juv_misd_count_1,F,days_b_screening_arrest_-1
Male,priors_count_2-3,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Female,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Female,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Female,priors_count_15+,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_2-7,juv_misd_count_1,F,days_b_screening_arrest_-1
Male,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_1,F,days_b_screening_arrest_0
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_2+,0,c_days_from_compas_2-7,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_8-14,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Female,priors_count_10-15,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_0
Male,priors_count_1,white,juv_fel_count_0,Less than 25,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_0
Male,priors_count_2-3,white,juv_fel_count_0,Less than 25,juv_other_count_0,0,c_days_from_compas_1,cjuv_misd_count_2+,M,days_b_screening_arrest_-1
Male,priors_count_1,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_-1
Female,priors_count_10-15,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_29+,juv_misd_count_0,F,days_b_screening_arrest_1+
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_15+,white,juv_fel_count_1+,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_2-3,white,juv_fel_count_0,Less than 25,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_2-3,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_15-21,juv_misd_count_1,F,days_b_screening_arrest_lt_-3
Male,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_2+,0,c_days_from_compas_0,juv_misd_count_0,M,days_b_screening_arrest_0
Male,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_1,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_2-7,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Male,priors_count_15+,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_29+,juv_misd_count_0,M,days_b_screening_arrest_lt_-3
Male,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_2+,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_1,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Less than 25,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Female,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_1,0,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_10-15,white,juv_fel_count_0,25 - 45,juv_other_count_2+,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_0
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_2-7,juv_misd_count_1,M,days_b_screening_arrest_-2
Female,priors_count_2-3,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_1,F,days_b_screening_arrest_-1
Female,priors_count_4-6,white,juv_fel_count_0,Greater than 45,juv_other_count_2+,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-2
Female,priors_count_2-3,white,juv_fel_count_1+,25 - 45,juv_other_count_0,0,c_days_from_compas_22-28,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Male,priors_count_15+,white,juv_fel_count_1+,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_1,M,days_b_screening_arrest_-1
Male,priors_count_1,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_2+,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_15+,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_22-28,cjuv_misd_count_2+,M,days_b_screening_arrest_-2
Female,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_1,1,c_days_from_compas_1,juv_misd_count_1,F,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_15-21,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_7-9,white,juv_fel_count_1+,Greater than 45,juv_other_count_0,0,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_7-9,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_22-28,cjuv_misd_count_2+,M,days_b_screening_arrest_lt_-3
Male,priors_count_7-9,white,juv_fel_count_0,25 - 45,juv_other_count_1,1,c_days_from_compas_8-14,juv_misd_count_0,M,days_b_screening_arrest_-2
Male,priors_count_7-9,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_29+,juv_misd_count_0,F,days_b_screening_arrest_1+
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Female,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_0,cjuv_misd_count_2+,F,days_b_screening_arrest_0
Male,priors_count_10-15,white,juv_fel_count_1+,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_7-9,white,juv_fel_count_0,25 - 45,juv_other_count_1,0,c_days_from_compas_1,cjuv_misd_count_2+,M,days_b_screening_arrest_0
Female,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_29+,juv_misd_count_0,F,days_b_screening_arrest_1+
Female,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_0
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_1,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_1,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_1,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_2-7,juv_misd_count_0,M,days_b_screening_arrest_lt_-3
Male,priors_count_2-3,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_1,F,days_b_screening_arrest_-1
Male,priors_count_7-9,white,juv_fel_count_1+,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_15+,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,cjuv_misd_count_2+,F,days_b_screening_arrest_-1
Female,priors_count_7-9,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_1,F,days_b_screening_arrest_-1
Male,priors_count_1,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_7-9,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_1,F,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_2-7,juv_misd_count_0,F,days_b_screening_arrest_-2
Male,priors_count_15+,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_8-14,cjuv_misd_count_2+,M,days_b_screening_arrest_-2
Male,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Female,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Female,priors_count_7-9,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_1,F,days_b_screening_arrest_-1
Female,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_0,white,juv_fel_count_0,Greater than 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Female,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_8-14,juv_misd_count_0,M,days_b_screening_arrest_lt_-3
Male,priors_count_2-3,white,juv_fel_count_1+,25 - 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_0,M,days_b_screening_arrest_0
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_15-21,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Female,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_2+,1,c_days_from_compas_0,juv_misd_count_1,F,days_b_screening_arrest_-1
Male,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_8-14,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_15-21,juv_misd_count_0,F,days_b_screening_arrest_1+
Male,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,cjuv_misd_count_2+,M,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_2-3,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_1,white,juv_fel_count_0,Less than 25,juv_other_count_0,1,c_days_from_compas_15-21,juv_misd_count_1,M,days_b_screening_arrest_lt_-3
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_22-28,juv_misd_count_0,F,days_b_screening_arrest_0
Female,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_2-7,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Female,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_2-7,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Female,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
Female,priors_count_2-3,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-2
Female,priors_count_0,white,juv_fel_count_0,Less than 25,juv_other_count_2+,0,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Female,priors_count_0,white,juv_fel_count_0,Less than 25,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_1,M,days_b_screening_arrest_-1
Male,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_0,juv_misd_count_0,M,days_b_screening_arrest_0
Female,priors_count_0,white,juv_fel_count_0,Less than 25,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_1,M,days_b_screening_arrest_-1
Female,priors_count_4-6,white,juv_fel_count_0,25 - 45,juv_other_count_0,1,c_days_from_compas_0,juv_misd_count_0,F,days_b_screening_arrest_0
Male,priors_count_1,white,juv_fel_count_0,25 - 45,juv_other_count_0,0,c_days_from_compas_1,juv_misd_count_0,M,days_b_screening_arrest_-1
Male,priors_count_0,white,juv_fel_count_0,Less than 25,juv_other_count_1,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Male,priors_count_10-15,white,juv_fel_count_1+,Greater than 45,juv_other_count_0,1,c_days_from_compas_8-14,juv_misd_count_1,F,days_b_screening_arrest_lt_-3
Male,priors_count_15+,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_15-21,cjuv_misd_count_2+,F,days_b_screening_arrest_-2
Female,priors_count_7-9,white,juv_fel_count_1+,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,cjuv_misd_count_2+,M,days_b_screening_arrest_1+
Male,priors_count_0,white,juv_fel_count_0,Less than 25,juv_other_count_0,1,c_days_from_compas_2-7,juv_misd_count_0,F,days_b_screening_arrest_-2
Female,priors_count_4-6,white,juv_fel_count_1+,25 - 45,juv_other_count_0,1,c_days_from_compas_15-21,juv_misd_count_0,F,days_b_screening_arrest_lt_-3
Male,priors_count_2-3,white,juv_fel_count_0,Greater than 45,juv_other_count_0,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_-1
Male,priors_count_10-15,white,juv_fel_count_0,Greater than 45,juv_other_count_1,1,c_days_from_compas_1,juv_misd_count_0,F,days_b_screening_arrest_0
