sex,juv_fel_count_cat,age_cat,priors_count_cat,juv_other_count_cat,days_b_screening_arrest_cat,two_year_recid,c_days_from_compas_cat,c_charge_degree,race_cat,juv_misd_count_cat
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_2-7,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_0,M,white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_0,F,white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_1+,0,c_days_from_compas_8-14,M,white,cjuv_misd_count_2+
Female,juv_fel_count_0,25 - 45,priors_count_15+,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_2-3,juv_other_count_2+,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_4-6,juv_other_count_1,days_b_screening_arrest_0,0,missing,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Female,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_1+,0,c_days_from_compas_29+,M,non_white,cjuv_misd_count_2+
Male,juv_fel_count_0,25 - 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Female,juv_fel_count_0,Less than 25,priors_count_1,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,Greater than 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_0,M,white,juv_misd_count_1
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_1+,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,cjuv_misd_count_2+
Female,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_7-9,juv_other_count_2+,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_0,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_4-6,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_29+,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_1,F,white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,Greater than 45,priors_count_1,juv_other_count_1,days_b_screening_arrest_1+,0,missing,M,non_white,juv_misd_count_1
Male,juv_fel_count_0,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,F,white,juv_misd_count_0
Male,juv_fel_count_1+,Greater than 45,priors_count_4-6,juv_other_count_1,days_b_screening_arrest_1+,0,c_days_from_compas_22-28,M,white,cjuv_misd_count_2+
Female,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,white,juv_misd_count_0
Female,juv_fel_count_1+,Less than 25,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_1+,0,c_days_from_compas_2-7,M,non_white,cjuv_misd_count_2+
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_22-28,M,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_4-6,juv_other_count_2+,days_b_screening_arrest_0,0,c_days_from_compas_1,M,white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_0,M,non_white,juv_misd_count_0
Female,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_10-15,juv_other_count_2+,days_b_screening_arrest_lt_-3,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_7-9,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_29+,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_0,F,white,juv_misd_count_0
Female,juv_fel_count_0,Greater than 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_0,F,white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_7-9,juv_other_count_2+,days_b_screening_arrest_0,0,c_days_from_compas_22-28,M,white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,white,juv_misd_count_0
Female,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_8-14,M,non_white,juv_misd_count_0
Female,juv_fel_count_1+,Greater than 45,priors_count_10-15,juv_other_count_2+,days_b_screening_arrest_0,0,missing,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_2-7,F,white,juv_misd_count_0
Female,juv_fel_count_1+,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_1+,0,c_days_from_compas_0,M,white,juv_misd_count_1
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_1,F,white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_0,F,non_white,cjuv_misd_count_2+
Female,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_0,F,white,juv_misd_count_0
Female,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_1+,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_1,M,non_white,juv_misd_count_1
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_0,F,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_10-15,juv_other_count_2+,days_b_screening_arrest_lt_-3,0,c_days_from_compas_0,F,white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_0,M,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_7-9,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,white,juv_misd_count_1
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_0,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,missing,M,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_0,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_8-14,F,non_white,juv_misd_count_0
Male,juv_fel_count_1+,Less than 25,priors_count_4-6,juv_other_count_1,days_b_screening_arrest_-2,0,missing,M,non_white,juv_misd_count_1
Male,juv_fel_count_0,Less than 25,priors_count_7-9,juv_other_count_2+,days_b_screening_arrest_-1,0,c_days_from_compas_15-21,M,non_white,juv_misd_count_0
Female,juv_fel_count_0,Less than 25,priors_count_1,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_0,M,white,juv_misd_count_1
Female,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_2-7,F,white,cjuv_misd_count_2+
Male,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_1,F,non_white,juv_misd_count_1
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_7-9,juv_other_count_1,days_b_screening_arrest_0,0,c_days_from_compas_1,M,white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_15+,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_22-28,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_2+,days_b_screening_arrest_0,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_1,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,F,white,juv_misd_count_0
Male,juv_fel_count_1+,25 - 45,priors_count_15+,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_29+,F,non_white,juv_misd_count_1
Male,juv_fel_count_0,Less than 25,priors_count_4-6,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_1+,Less than 25,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_1+,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_1,M,white,cjuv_misd_count_2+
Male,juv_fel_count_0,Less than 25,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_1+,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_1+,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Female,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_10-15,juv_other_count_2+,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,white,juv_misd_count_0
Female,juv_fel_count_1+,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_29+,M,non_white,juv_misd_count_1
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_0,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,non_white,juv_misd_count_0
Female,juv_fel_count_1+,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,white,cjuv_misd_count_2+
Female,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,M,white,juv_misd_count_0
Female,juv_fel_count_0,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_2+,days_b_screening_arrest_0,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,F,white,juv_misd_count_0
Female,juv_fel_count_0,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_1+,0,missing,M,non_white,juv_misd_count_1
Female,juv_fel_count_0,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_15-21,M,white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_1,M,white,juv_misd_count_0
Male,juv_fel_count_0,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_0,F,non_white,juv_misd_count_0
Male,juv_fel_count_1+,Less than 25,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_2-7,M,non_white,juv_misd_count_0
Male,juv_fel_count_0,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,white,juv_misd_count_0
Male,juv_fel_count_1+,Greater than 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-2,0,c_days_from_compas_0,M,white,cjuv_misd_count_2+
Male,juv_fel_count_1+,25 - 45,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_-1,0,c_days_from_compas_1,F,non_white,juv_misd_count_0
Male,juv_fel_count_0,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,0,c_days_from_compas_0,F,non_white,juv_misd_count_0
Female,juv_fel_count_1+,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,0,c_days_from_compas_2-7,M,white,juv_misd_count_1
Male,juv_fel_count_1+,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,0,c_days_from_compas_8-14,F,non_white,cjuv_misd_count_2+
Female,juv_fel_count_0,Greater than 45,priors_count_7-9,juv_other_count_2+,days_b_screening_arrest_1+,0,missing,M,white,cjuv_misd_count_2+
