sex,race_cat,two_year_recid,c_charge_degree,juv_misd_count_cat,age_cat,juv_fel_count_cat,c_days_from_compas_cat,days_b_screening_arrest_cat,priors_count_cat,juv_other_count_cat
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Female,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Female,white,1,F,juv_misd_count_1,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_1+,priors_count_10-15,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_0,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_1,juv_other_count_0
Male,white,0,M,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Female,white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Male,white,0,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_1,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_1+,priors_count_0,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_-1,priors_count_4-6,juv_other_count_0
Female,non_white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-2,priors_count_0,juv_other_count_1
Male,non_white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_-1,priors_count_10-15,juv_other_count_0
Male,non_white,1,F,cjuv_misd_count_2+,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_1+,priors_count_0,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_0,priors_count_4-6,juv_other_count_0
Male,white,1,M,cjuv_misd_count_2+,Greater than 45,juv_fel_count_1+,c_days_from_compas_0,days_b_screening_arrest_1+,priors_count_2-3,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_0,priors_count_2-3,juv_other_count_0
Male,white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_1,juv_other_count_0
Male,non_white,1,F,juv_misd_count_1,Greater than 45,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_-1,priors_count_0,juv_other_count_1
Female,white,1,M,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Female,white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_4-6,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_15+,juv_other_count_0
Male,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_10-15,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_1
Female,white,0,F,juv_misd_count_1,Greater than 45,juv_fel_count_1+,c_days_from_compas_0,days_b_screening_arrest_lt_-3,priors_count_10-15,juv_other_count_1
Female,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_1,juv_other_count_0
Male,white,0,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_0,priors_count_2-3,juv_other_count_0
Male,white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_0,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_10-15,juv_other_count_0
Female,white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,non_white,1,M,juv_misd_count_1,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_4-6,juv_other_count_0
Male,white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_4-6,juv_other_count_0
Male,white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_0,priors_count_4-6,juv_other_count_0
Male,white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_7-9,juv_other_count_0
Male,white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_1,juv_other_count_0
Male,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Female,non_white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_1,juv_other_count_0
Female,non_white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,white,0,F,juv_misd_count_1,25 - 45,juv_fel_count_1+,c_days_from_compas_0,days_b_screening_arrest_lt_-3,priors_count_0,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_10-15,juv_other_count_0
Male,white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_10-15,juv_other_count_1
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_1,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_15+,juv_other_count_1
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_1,juv_other_count_0
Male,white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_1+,missing,days_b_screening_arrest_-1,priors_count_0,juv_other_count_1
Male,white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_0,priors_count_4-6,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_10-15,juv_other_count_0
Male,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-2,priors_count_2-3,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,Greater than 45,juv_fel_count_1+,missing,days_b_screening_arrest_0,priors_count_4-6,juv_other_count_1
Male,non_white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Female,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_0,juv_other_count_0
Male,white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_4-6,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,white,1,F,juv_misd_count_1,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_10-15,juv_other_count_0
Female,non_white,1,M,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Female,non_white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-2,priors_count_1,juv_other_count_0
Male,white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Female,non_white,1,F,cjuv_misd_count_2+,25 - 45,juv_fel_count_1+,c_days_from_compas_0,days_b_screening_arrest_0,priors_count_1,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Female,white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_1+,c_days_from_compas_0,days_b_screening_arrest_0,priors_count_15+,juv_other_count_1
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_15-21,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_7-9,juv_other_count_0
Male,white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_22-28,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Female,non_white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Female,non_white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Female,white,0,M,juv_misd_count_1,Greater than 45,juv_fel_count_1+,c_days_from_compas_22-28,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_7-9,juv_other_count_0
Female,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_1,juv_other_count_0
Female,non_white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_7-9,juv_other_count_0
Male,white,1,F,cjuv_misd_count_2+,Greater than 45,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_1
Male,white,0,F,juv_misd_count_1,25 - 45,juv_fel_count_1+,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_4-6,juv_other_count_2+
Female,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Female,white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_7-9,juv_other_count_0
Male,white,1,M,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_22-28,days_b_screening_arrest_-1,priors_count_15+,juv_other_count_0
Female,white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_7-9,juv_other_count_0
Male,non_white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,missing,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,white,0,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_1,juv_other_count_0
Female,white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_1+,missing,days_b_screening_arrest_-1,priors_count_1,juv_other_count_2+
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_8-14,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Female,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Female,non_white,0,M,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_1,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_1,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_lt_-3,priors_count_4-6,juv_other_count_0
Female,white,1,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-2,priors_count_2-3,juv_other_count_0
Female,non_white,1,F,juv_misd_count_1,Less than 25,juv_fel_count_1+,c_days_from_compas_29+,days_b_screening_arrest_lt_-3,priors_count_1,juv_other_count_2+
Male,non_white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_29+,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_2-7,days_b_screening_arrest_-1,priors_count_4-6,juv_other_count_2+
Male,white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_1+,missing,days_b_screening_arrest_-1,priors_count_1,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,1,M,juv_misd_count_0,Less than 25,juv_fel_count_1+,c_days_from_compas_15-21,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,0,M,juv_misd_count_0,Greater than 45,juv_fel_count_0,missing,days_b_screening_arrest_lt_-3,priors_count_0,juv_other_count_0
Female,non_white,0,M,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_0,priors_count_4-6,juv_other_count_0
Female,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_0
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_10-15,juv_other_count_1
Male,white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_7-9,juv_other_count_1
Male,white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Female,white,0,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,non_white,0,M,juv_misd_count_1,Less than 25,juv_fel_count_1+,c_days_from_compas_0,days_b_screening_arrest_lt_-3,priors_count_0,juv_other_count_0
Female,non_white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_4-6,juv_other_count_0
Female,white,1,F,juv_misd_count_0,Greater than 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,white,1,M,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_0,juv_other_count_2+
Male,non_white,0,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_0,priors_count_0,juv_other_count_0
Male,white,1,F,juv_misd_count_0,Less than 25,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_2-3,juv_other_count_1
Male,non_white,1,F,juv_misd_count_0,25 - 45,juv_fel_count_0,c_days_from_compas_1,days_b_screening_arrest_-1,priors_count_0,juv_other_count_0
Male,white,0,M,cjuv_misd_count_2+,Greater than 45,juv_fel_count_1+,c_days_from_compas_0,days_b_screening_arrest_-1,priors_count_15+,juv_other_count_1
