sex,juv_misd_count_cat,juv_fel_count_cat,juv_other_count_cat,c_days_from_compas_cat,race_cat,age_cat,c_charge_degree,days_b_screening_arrest_cat,two_year_recid,priors_count_cat
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,missing,non_white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_2-3
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_1,white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_1,juv_fel_count_0,juv_other_count_0,c_days_from_compas_22-28,white,25 - 45,M,days_b_screening_arrest_lt_-3,1,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,Greater than 45,F,days_b_screening_arrest_0,1,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_1
Female,cjuv_misd_count_2+,juv_fel_count_1+,juv_other_count_1,c_days_from_compas_22-28,white,Less than 25,M,days_b_screening_arrest_0,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,cjuv_misd_count_2+,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,M,days_b_screening_arrest_0,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,white,Less than 25,M,days_b_screening_arrest_0,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,25 - 45,M,days_b_screening_arrest_0,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,M,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,white,25 - 45,F,days_b_screening_arrest_0,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,M,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,M,days_b_screening_arrest_-1,0,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,Greater than 45,F,days_b_screening_arrest_0,1,priors_count_15+
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_2-7,non_white,25 - 45,F,days_b_screening_arrest_lt_-3,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,Less than 25,M,days_b_screening_arrest_0,0,priors_count_1
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_0,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_1
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_2-7,white,25 - 45,M,days_b_screening_arrest_-2,1,priors_count_7-9
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,missing,non_white,Less than 25,M,days_b_screening_arrest_0,1,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_4-6
Male,juv_misd_count_1,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,25 - 45,M,days_b_screening_arrest_0,1,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_-1,1,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,Greater than 45,M,days_b_screening_arrest_0,1,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_2-7,non_white,Greater than 45,F,days_b_screening_arrest_lt_-3,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_2-7,non_white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_22-28,non_white,Less than 25,F,days_b_screening_arrest_-2,0,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_4-6
Female,cjuv_misd_count_2+,juv_fel_count_1+,juv_other_count_0,c_days_from_compas_2-7,white,Less than 25,M,days_b_screening_arrest_-2,1,priors_count_7-9
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_2-3
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_4-6
Female,juv_misd_count_1,juv_fel_count_0,juv_other_count_1,c_days_from_compas_1,white,Greater than 45,M,days_b_screening_arrest_0,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_0,non_white,Less than 25,F,days_b_screening_arrest_0,0,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_lt_-3,1,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,25 - 45,F,days_b_screening_arrest_0,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,cjuv_misd_count_2+,juv_fel_count_1+,juv_other_count_1,c_days_from_compas_22-28,white,Less than 25,F,days_b_screening_arrest_-2,1,priors_count_4-6
Female,juv_misd_count_1,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_1,white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_1,juv_fel_count_0,juv_other_count_0,c_days_from_compas_22-28,non_white,25 - 45,F,days_b_screening_arrest_lt_-3,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_1,non_white,Less than 25,M,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_0,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_4-6
Female,cjuv_misd_count_2+,juv_fel_count_1+,juv_other_count_2+,c_days_from_compas_15-21,non_white,25 - 45,F,days_b_screening_arrest_lt_-3,1,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,white,Less than 25,M,days_b_screening_arrest_0,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_2-7,non_white,Greater than 45,M,days_b_screening_arrest_-2,0,priors_count_4-6
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_1+,juv_other_count_0,c_days_from_compas_2-7,white,Greater than 45,M,days_b_screening_arrest_0,1,priors_count_7-9
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,M,days_b_screening_arrest_-1,1,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,M,days_b_screening_arrest_-1,0,priors_count_1
Male,cjuv_misd_count_2+,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_1,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_29+,non_white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_7-9
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_29+,non_white,25 - 45,M,days_b_screening_arrest_1+,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_15-21,non_white,Greater than 45,F,days_b_screening_arrest_-2,0,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_0,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_1+,juv_other_count_1,c_days_from_compas_0,white,Less than 25,F,days_b_screening_arrest_0,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_1+,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_-1,1,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_22-28,white,Less than 25,F,days_b_screening_arrest_lt_-3,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,missing,non_white,Greater than 45,F,days_b_screening_arrest_0,1,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,1,priors_count_0
Female,juv_misd_count_0,juv_fel_count_1+,juv_other_count_2+,c_days_from_compas_8-14,white,Less than 25,M,days_b_screening_arrest_-1,1,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_22-28,white,25 - 45,M,days_b_screening_arrest_0,0,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_7-9
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_4-6
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_0,non_white,25 - 45,M,days_b_screening_arrest_0,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,white,Less than 25,F,days_b_screening_arrest_lt_-3,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_15+
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_15-21,non_white,25 - 45,F,days_b_screening_arrest_-2,1,priors_count_2-3
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_1,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_1+,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_10-15
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,M,days_b_screening_arrest_0,1,priors_count_1
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_0
Female,cjuv_misd_count_2+,juv_fel_count_1+,juv_other_count_0,c_days_from_compas_2-7,white,Greater than 45,F,days_b_screening_arrest_-2,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_7-9
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,M,days_b_screening_arrest_-1,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_1,c_days_from_compas_1,white,Less than 25,M,days_b_screening_arrest_-1,1,priors_count_2-3
Female,juv_misd_count_1,juv_fel_count_0,juv_other_count_0,c_days_from_compas_15-21,non_white,25 - 45,M,days_b_screening_arrest_1+,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_15+
Male,juv_misd_count_1,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Greater than 45,M,days_b_screening_arrest_-1,0,priors_count_0
Male,cjuv_misd_count_2+,juv_fel_count_0,juv_other_count_0,c_days_from_compas_8-14,non_white,Greater than 45,F,days_b_screening_arrest_lt_-3,1,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,1,priors_count_2-3
Male,cjuv_misd_count_2+,juv_fel_count_0,juv_other_count_0,missing,non_white,25 - 45,M,days_b_screening_arrest_-2,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,white,Greater than 45,M,days_b_screening_arrest_0,1,priors_count_15+
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_2-3
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Less than 25,F,days_b_screening_arrest_-1,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,25 - 45,M,days_b_screening_arrest_0,0,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_2+,c_days_from_compas_1,white,25 - 45,F,days_b_screening_arrest_-1,1,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,25 - 45,M,days_b_screening_arrest_-1,1,priors_count_4-6
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,non_white,Greater than 45,F,days_b_screening_arrest_0,0,priors_count_10-15
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,white,Greater than 45,F,days_b_screening_arrest_0,0,priors_count_0
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_0,white,25 - 45,F,days_b_screening_arrest_0,0,priors_count_0
Female,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,25 - 45,F,days_b_screening_arrest_-1,0,priors_count_1
Male,juv_misd_count_0,juv_fel_count_0,juv_other_count_0,c_days_from_compas_1,non_white,Greater than 45,F,days_b_screening_arrest_-1,0,priors_count_1
