age_cat,marital_status_cat,hours_per_week_cat,capital_loss_cat,income_f,education_cat,occupation_cat,race_cat,native_country_cat,workclass_cat,relationship_cat,sex
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,Black,United-States,Private,Married,Male
age_25-30,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,native_country_Non-US,Private,Married,Male
age_50-60,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Assoc-acdm,Other-occupation,White,United-States,Other-workclass,Not-in-family,Female
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,Blue-collar,White,United-States,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Assoc-voc,Blue-collar,White,United-States,Private,Married,Male
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,White,native_country_Non-US,Private,Married,Male
age_40-50,Never-married,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,Other-race,United-States,Private,Not-in-family,Male
age_35-40,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_40+,1,Some-college,White-collar,Other-race,United-States,Gov,Not-in-family,Female
age_30-35,Never-married,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,White,United-States,Private,Own-child,Male
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,education_Some-HS,Other-occupation,White,United-States,Other-workclass,Married,Female
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Prof-school,White-collar,White,United-States,Private,Married,Male
age_60+,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,Blue-collar,White,United-States,Private,Married,Male
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Other-workclass,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_35-40,Never-married,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Gov,Unmarried,Female
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,Blue-collar,White,United-States,Private,Married,Male
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,White,United-States,Self-emp,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,Assoc-voc,White-collar,Black,United-States,Private,Married,Male
age_25-30,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Other-relative,Female
age_50-60,Married-civ-spouse,hours_per_week_0-20,capital_loss_0,1,Assoc-acdm,White-collar,White,United-States,Private,Married,Male
age_20-25,Never-married,hours_per_week_40-60,capital_loss_0,1,Doctorate,Blue-collar,White,native_country_Non-US,Private,Own-child,Male
age_35-40,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_40+,1,HS-grad,Blue-collar,White,United-States,Private,Unmarried,Male
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,Other-occupation,White,United-States,Other-workclass,Married,Male
age_40-50,Never-married,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,native_country_Non-US,Private,Own-child,Male
age_40-50,Divorced-Separated-Widowed,hours_per_week_60+,capital_loss_0,1,HS-grad,Blue-collar,White,United-States,Private,Not-in-family,Female
age_30-35,Married-other,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Private,Own-child,Male
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,Bachelors,White-collar,White,native_country_Non-US,Private,Married,Male
age_50-60,Never-married,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,White,United-States,Self-emp,Own-child,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,White,United-States,Private,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,Blue-collar,White,United-States,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Gov,Married,Male
age_50-60,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_40+,1,HS-grad,Blue-collar,White,United-States,Gov,Unmarried,Female
age_40-50,Never-married,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Not-in-family,Male
age_60+,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Private,Not-in-family,Female
age_50-60,Married-civ-spouse,hours_per_week_60+,capital_loss_0,1,Bachelors,White-collar,White,United-States,Self-emp,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,Blue-collar,White,United-States,Private,Married,Male
age_50-60,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_40+,1,Bachelors,White-collar,White,United-States,Private,Unmarried,Female
age_35-40,Married-civ-spouse,hours_per_week_0-20,capital_loss_0,1,Doctorate,White-collar,Other-race,United-States,Private,Married,Male
age_30-35,Never-married,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,Other-race,United-States,Private,Not-in-family,Female
age_30-35,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,United-States,Private,Not-in-family,Female
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,Blue-collar,White,United-States,Private,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,Some-college,White-collar,White,United-States,Private,Own-child,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,HS-grad,Blue-collar,Black,United-States,Self-emp,Married,Male
age_25-30,Never-married,hours_per_week_40-60,capital_loss_0,1,Some-college,Blue-collar,White,native_country_Non-US,Private,Own-child,Female
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,Blue-collar,White,United-States,Self-emp,Married,Male
age_40-50,Never-married,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,native_country_Non-US,Private,Other-relative,Female
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,education_Some-HS,Blue-collar,Black,United-States,Private,Married,Male
age_20-25,Never-married,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Private,Unmarried,Male
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_30-35,Never-married,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Self-emp,Own-child,Male
age_35-40,Divorced-Separated-Widowed,hours_per_week_0-20,capital_loss_0,1,Assoc-voc,White-collar,White,United-States,Private,Not-in-family,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Gov,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,United-States,Private,Married,Female
age_30-35,Never-married,hours_per_week_40-60,capital_loss_40+,1,Bachelors,White-collar,White,United-States,Private,Unmarried,Male
age_50-60,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,United-States,Self-emp,Not-in-family,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Prof-school,White-collar,White,native_country_Non-US,Self-emp,Married,Male
age_25-30,Never-married,hours_per_week_60+,capital_loss_0,1,HS-grad,White-collar,White,United-States,Private,Own-child,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,native_country_Non-US,Private,Married,Male
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Assoc-voc,White-collar,White,United-States,Gov,Own-child,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Gov,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_21-39,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Female
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,native_country_Non-US,Private,Married,Male
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Assoc-voc,White-collar,White,United-States,Private,Married,Male
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Some-college,Blue-collar,White,United-States,Self-emp,Unmarried,Female
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_60+,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,native_country_Non-US,Private,Married,Male
age_60+,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Self-emp,Married,Male
age_20-25,Married-civ-spouse,hours_per_week_21-39,capital_loss_0,1,Bachelors,White-collar,White,native_country_Non-US,Private,Married,Male
age_50-60,Never-married,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Private,Not-in-family,Female
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Assoc-voc,White-collar,Other-race,native_country_Non-US,Private,Married,Male
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Private,Married,Male
age_25-30,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Private,Married,Female
age_25-30,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_40+,1,Some-college,White-collar,White,United-States,Self-emp,Unmarried,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Self-emp,Married,Male
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,native_country_Non-US,Private,Unmarried,Female
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Masters,Other-occupation,Other-race,United-States,Other-workclass,Not-in-family,Male
age_60+,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,education_Some-HS,Blue-collar,White,United-States,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,United-States,Private,Married,Male
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,Black,United-States,Self-emp,Own-child,Female
age_25-30,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,Black,United-States,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_60+,capital_loss_0,1,Some-college,White-collar,White,United-States,Private,Married,Female
age_40-50,Married-civ-spouse,hours_per_week_21-39,capital_loss_40+,1,HS-grad,Blue-collar,White,United-States,Gov,Married,Male
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,White,United-States,Private,Own-child,Male
age_50-60,Married-civ-spouse,hours_per_week_60+,capital_loss_0,1,Masters,White-collar,Other-race,United-States,Private,Married,Male
age_60+,Married-other,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Self-emp,Not-in-family,Male
age_50-60,Married-civ-spouse,hours_per_week_21-39,capital_loss_0,1,Bachelors,White-collar,White,United-States,Gov,Married,Male
age_35-40,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Self-emp,Married,Female
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,native_country_Non-US,Private,Married,Male
age_35-40,Never-married,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Gov,Unmarried,Female
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,HS-grad,Blue-collar,White,United-States,Private,Not-in-family,Male
age_60+,Divorced-Separated-Widowed,hours_per_week_0-20,capital_loss_0,1,HS-grad,White-collar,White,United-States,Gov,Not-in-family,Female
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Assoc-voc,White-collar,Black,United-States,Gov,Unmarried,Female
age_40-50,Never-married,hours_per_week_40-60,capital_loss_0,1,Doctorate,White-collar,Black,United-States,Private,Own-child,Female
age_50-60,Never-married,hours_per_week_0-20,capital_loss_0,1,Bachelors,White-collar,White,United-States,Gov,Not-in-family,Female
age_30-35,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Not-in-family,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,HS-grad,Blue-collar,White,United-States,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,HS-grad,Other-occupation,White,United-States,Other-workclass,Married,Female
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Gov,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_0-20,capital_loss_0,1,Some-college,White-collar,White,native_country_Non-US,Private,Married,Male
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Some-college,White-collar,White,United-States,Private,Married,Male
age_30-35,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_40+,1,Masters,White-collar,White,United-States,Private,Unmarried,Female
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Masters,Other-occupation,White,United-States,Other-workclass,Not-in-family,Male
age_35-40,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,education_Some-HS,White-collar,White,United-States,Self-emp,Not-in-family,Female
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,education_Some-HS,Blue-collar,White,United-States,Private,Married,Male
age_50-60,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Private,Own-child,Female
age_40-50,Married-other,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,Black,United-States,Private,Not-in-family,Female
age_25-30,Never-married,hours_per_week_0-20,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Not-in-family,Female
age_40-50,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Not-in-family,Female
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_40-50,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_30-35,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,education_Some-HS,Blue-collar,White,United-States,Private,Married,Male
age_50-60,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Self-emp,Unmarried,Female
age_35-40,Never-married,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Not-in-family,Female
age_25-30,Married-civ-spouse,hours_per_week_40-60,capital_loss_40+,1,Bachelors,White-collar,White,United-States,Private,Married,Male
age_25-30,Never-married,hours_per_week_40-60,capital_loss_0,1,Bachelors,White-collar,White,United-States,Private,Unmarried,Male
age_60+,Married-civ-spouse,hours_per_week_0-20,capital_loss_0,1,education_Some-HS,Blue-collar,White,native_country_Non-US,Private,Married,Male
age_35-40,Never-married,hours_per_week_40-60,capital_loss_0,1,Masters,White-collar,White,United-States,Private,Own-child,Female
age_30-35,Divorced-Separated-Widowed,hours_per_week_40-60,capital_loss_0,1,HS-grad,White-collar,White,United-States,Private,Not-in-family,Female
age_50-60,Married-civ-spouse,hours_per_week_40-60,capital_loss_0,1,Assoc-voc,Blue-collar,White,United-States,Private,Married,Male
